brand,country,vertical,sov
Momondo,Guinea-Bissau,Car Rentals,25.0000%
CheapFlights,Guinea-Bissau,Flights,12.9433%
KAYAK,Guinea-Bissau,Flights,10.8156%
Momondo,Guinea-Bissau,Flights,8.5106%
Hotelscombined,Guinea-Bissau,Flights,1.5957%
KAYAK,Guinea-Bissau,Hotel,10.0000%
Hotelscombined,Guinea-Bissau,Hotel,10.0000%
KAYAK,Guinea-Bissau,Hotel Citywide,6.4706%
Momondo,Guinea-Bissau,Hotel Citywide,1.7647%
Hotelscombined,Guinea-Bissau,Hotel Citywide,1.1765%
KAYAK,Guyana,Flights,13.3050%
CheapFlights,Guyana,Flights,9.2352%
Momondo,Guyana,Flights,4.0474%
Hotelscombined,Guyana,Flights,5.0313%
KAYAK,Guyana,Hotel,3.3163%
Hotelscombined,Guyana,Hotel,5.8673%
Momondo,Guyana,Hotel,0.2551%
KAYAK,Guyana,Hotel Citywide,9.0909%
Momondo,Guyana,Hotel Citywide,1.8040%
Hotelscombined,Guyana,Hotel Citywide,3.0824%
Momondo,Haiti,Car Rentals,25.0000%
KAYAK,Haiti,Car Rentals,15.0000%
KAYAK,Haiti,Flights,10.6260%
CheapFlights,Haiti,Flights,9.2464%
Momondo,Haiti,Flights,4.2624%
Hotelscombined,Haiti,Flights,3.5367%
KAYAK,Haiti,Hotel,2.2026%
Hotelscombined,Haiti,Hotel,3.6344%
Momondo,Haiti,Hotel,0.2203%
KAYAK,Haiti,Hotel Citywide,6.5065%
Hotelscombined,Haiti,Hotel Citywide,3.1139%
Momondo,Haiti,Hotel Citywide,1.2337%
CheapFlights,Haiti,Hotel Citywide,0.1186%
Momondo,Hashemite Kingdom of Jordan,Car Rentals,25.0000%
KAYAK,Hashemite Kingdom of Jordan,Car Rentals,3.1250%
KAYAK,Hashemite Kingdom of Jordan,Flights,8.0426%
Hotelscombined,Hashemite Kingdom of Jordan,Flights,11.4248%
Momondo,Hashemite Kingdom of Jordan,Flights,3.2185%
CheapFlights,Hashemite Kingdom of Jordan,Flights,5.3012%
KAYAK,Hashemite Kingdom of Jordan,Hotel,7.4638%
Hotelscombined,Hashemite Kingdom of Jordan,Hotel,5.1449%
Momondo,Hashemite Kingdom of Jordan,Hotel,0.6522%
KAYAK,Hashemite Kingdom of Jordan,Hotel Citywide,9.2977%
Momondo,Hashemite Kingdom of Jordan,Hotel Citywide,1.0341%
Hotelscombined,Hashemite Kingdom of Jordan,Hotel Citywide,1.6993%
Swoodoo,Hashemite Kingdom of Jordan,Hotel Citywide,0.0071%
Hotelscombined,Hashemite Kingdom of Jordan,Vacations,10.9375%
Momondo,Honduras,Car Rentals,21.9444%
KAYAK,Honduras,Car Rentals,18.6111%
KAYAK,Honduras,Flights,7.5016%
CheapFlights,Honduras,Flights,5.5509%
Hotelscombined,Honduras,Flights,3.5142%
Momondo,Honduras,Flights,1.4567%
KAYAK,Honduras,Hotel,2.9706%
Hotelscombined,Honduras,Hotel,5.3405%
Momondo,Honduras,Hotel,0.4005%
KAYAK,Honduras,Hotel Citywide,5.5338%
Hotelscombined,Honduras,Hotel Citywide,7.2944%
Momondo,Honduras,Hotel Citywide,1.8026%
CheapFlights,Honduras,Hotel Citywide,0.0280%
Swoodoo,Honduras,Hotel Citywide,0.0014%
Hotelscombined,Honduras,Vacations,12.5000%
KAYAK,Honduras,Vacations,1.5625%
KAYAK,Hong Kong,Car Rentals,12.5000%
Momondo,Hong Kong,Car Rentals,12.5000%
KAYAK,Hong Kong,Flights,8.0417%
Momondo,Hong Kong,Flights,6.1667%
CheapFlights,Hong Kong,Flights,4.4167%
Hotelscombined,Hong Kong,Flights,5.4861%
Hotelscombined,Hong Kong,Hotel,5.2398%
Momondo,Hong Kong,Hotel,2.6778%
KAYAK,Hong Kong,Hotel,1.6966%
KAYAK,Hong Kong,Hotel Citywide,10.1039%
Momondo,Hong Kong,Hotel Citywide,5.0233%
Hotelscombined,Hong Kong,Hotel Citywide,3.4407%
Swoodoo,Hong Kong,Hotel Citywide,0.0088%
Hotelscombined,Hong Kong,Vacations,5.8824%
Momondo,Hungary,Car Rentals,24.4186%
KAYAK,Hungary,Car Rentals,2.3256%
Momondo,Hungary,Flights,6.3422%
Hotelscombined,Hungary,Flights,10.7669%
CheapFlights,Hungary,Flights,2.9683%
KAYAK,Hungary,Flights,0.6135%
Swoodoo,Hungary,Flights,0.0015%
Momondo,Hungary,Hotel,0.6811%
Hotelscombined,Hungary,Hotel,7.0017%
KAYAK,Hungary,Hotel,2.2924%
Swoodoo,Hungary,Hotel,0.0415%
KAYAK,Hungary,Hotel Citywide,7.3502%
Hotelscombined,Hungary,Hotel Citywide,3.9234%
Momondo,Hungary,Hotel Citywide,2.1220%
Swoodoo,Hungary,Hotel Citywide,0.0757%
Hotelscombined,Hungary,Vacations,13.7584%
KAYAK,Hungary,Vacations,0.6711%
Momondo,Iceland,Car Rentals,25.0000%
KAYAK,Iceland,Car Rentals,5.0000%
CheapFlights,Iceland,Flights,3.5396%
KAYAK,Iceland,Flights,1.6722%
Momondo,Iceland,Flights,1.9370%
Hotelscombined,Iceland,Flights,5.1839%
KAYAK,Iceland,Hotel,2.8200%
Hotelscombined,Iceland,Hotel,8.7362%
Momondo,Iceland,Hotel,0.1496%
KAYAK,Iceland,Hotel Citywide,7.3947%
Momondo,Iceland,Hotel Citywide,1.1149%
Hotelscombined,Iceland,Hotel Citywide,1.2597%
Swoodoo,Iceland,Hotel Citywide,0.0084%
Hotelscombined,Iceland,Vacations,5.5147%
Momondo,India,Car Rentals,22.2222%
KAYAK,India,Car Rentals,9.2593%
Momondo,India,Flights,8.5282%
KAYAK,India,Flights,10.7931%
CheapFlights,India,Flights,3.1599%
Hotelscombined,India,Flights,9.0418%
Hotelscombined,India,Hotel,6.4616%
Momondo,India,Hotel,2.4456%
KAYAK,India,Hotel,3.5053%
Hotelscombined,India,Hotel Citywide,10.0977%
KAYAK,India,Hotel Citywide,8.1992%
Momondo,India,Hotel Citywide,1.3359%
Swoodoo,India,Hotel Citywide,0.0004%
Hotelscombined,India,Vacations,14.5122%
KAYAK,India,Vacations,0.8537%
Momondo,Indonesia,Car Rentals,25.0000%
KAYAK,Indonesia,Car Rentals,15.0000%
KAYAK,Indonesia,Flights,9.8116%
Momondo,Indonesia,Flights,5.0126%
CheapFlights,Indonesia,Flights,5.1633%
Hotelscombined,Indonesia,Flights,2.2236%
Hotelscombined,Indonesia,Hotel,3.5593%
Momondo,Indonesia,Hotel,1.8735%
KAYAK,Indonesia,Hotel,2.3225%
Momondo,Indonesia,Hotel Citywide,3.3765%
Hotelscombined,Indonesia,Hotel Citywide,4.4685%
KAYAK,Indonesia,Hotel Citywide,6.5143%
Swoodoo,Indonesia,Hotel Citywide,0.0040%
Hotelscombined,Indonesia,Vacations,21.8750%
Momondo,Iran,Car Rentals,22.2222%
KAYAK,Iran,Car Rentals,19.4444%
KAYAK,Iran,Flights,11.1985%
CheapFlights,Iran,Flights,13.3698%
Momondo,Iran,Flights,6.7784%
Hotelscombined,Iran,Flights,5.7023%
Hotelscombined,Iran,Hotel,3.0488%
KAYAK,Iran,Hotel,4.2683%
Momondo,Iran,Hotel,0.6098%
Swoodoo,Iran,Hotel,0.2033%
KAYAK,Iran,Hotel Citywide,11.6892%
Momondo,Iran,Hotel Citywide,1.9792%
Hotelscombined,Iran,Hotel Citywide,2.9272%
Swoodoo,Iran,Hotel Citywide,0.0166%
Hotelscombined,Iran,Vacations,22.9167%
KAYAK,Iraq,Flights,9.2896%
CheapFlights,Iraq,Flights,7.1942%
Momondo,Iraq,Flights,5.5665%
Hotelscombined,Iraq,Flights,8.4263%
KAYAK,Iraq,Hotel,7.2742%
Hotelscombined,Iraq,Hotel,5.8528%
Momondo,Iraq,Hotel,0.5853%
KAYAK,Iraq,Hotel Citywide,9.4754%
Momondo,Iraq,Hotel Citywide,1.5858%
Hotelscombined,Iraq,Hotel Citywide,2.4593%
Swoodoo,Iraq,Hotel Citywide,0.0028%
Hotelscombined,Iraq,Vacations,11.1111%
KAYAK,Iraq,Vacations,2.7778%
Momondo,Ireland,Car Rentals,23.6842%
KAYAK,Ireland,Car Rentals,7.8947%
Momondo,Ireland,Flights,3.0813%
CheapFlights,Ireland,Flights,1.3470%
Hotelscombined,Ireland,Flights,7.4515%
KAYAK,Ireland,Flights,3.7179%
KAYAK,Ireland,Hotel,3.8732%
Hotelscombined,Ireland,Hotel,3.2829%
Momondo,Ireland,Hotel,0.5741%
Swoodoo,Ireland,Hotel,0.0017%
KAYAK,Ireland,Hotel Citywide,4.4976%
Momondo,Ireland,Hotel Citywide,1.2737%
Hotelscombined,Ireland,Hotel Citywide,2.4577%
Swoodoo,Ireland,Hotel Citywide,0.0088%
Hotelscombined,Ireland,Vacations,13.6074%
KAYAK,Ireland,Vacations,0.1592%
KAYAK,Isle of Man,Flights,4.4643%
Momondo,Isle of Man,Flights,2.0012%
Hotelscombined,Isle of Man,Flights,8.7746%
CheapFlights,Isle of Man,Flights,2.3091%
KAYAK,Isle of Man,Hotel,3.8344%
Hotelscombined,Isle of Man,Hotel,7.6304%
Momondo,Isle of Man,Hotel,0.1534%
KAYAK,Isle of Man,Hotel Citywide,6.6322%
Hotelscombined,Isle of Man,Hotel Citywide,2.8276%
Momondo,Isle of Man,Hotel Citywide,0.9080%
Hotelscombined,Isle of Man,Vacations,12.7500%
Momondo,Israel,Car Rentals,20.4167%
KAYAK,Israel,Car Rentals,20.4167%
KAYAK,Israel,Flights,5.7358%
CheapFlights,Israel,Flights,4.6402%
Momondo,Israel,Flights,3.0784%
Hotelscombined,Israel,Flights,5.5295%
KAYAK,Israel,Hotel,7.3209%
Hotelscombined,Israel,Hotel,6.5594%
Momondo,Israel,Hotel,0.8515%
KAYAK,Israel,Hotel Citywide,11.1483%
Momondo,Israel,Hotel Citywide,1.8618%
Hotelscombined,Israel,Hotel Citywide,3.7720%
Swoodoo,Israel,Hotel Citywide,0.0052%
Hotelscombined,Israel,Vacations,10.2582%
KAYAK,Israel,Vacations,1.2908%
Momondo,Italy,Car Rentals,23.3209%
KAYAK,Italy,Car Rentals,6.1256%
CheapFlights,Italy,Flights,3.5000%
KAYAK,Italy,Flights,14.2554%
Momondo,Italy,Flights,1.2761%
Hotelscombined,Italy,Flights,3.7172%
Swoodoo,Italy,Flights,0.0002%
KAYAK,Italy,Hotel,2.6772%
Hotelscombined,Italy,Hotel,2.7138%
Momondo,Italy,Hotel,0.1016%
Swoodoo,Italy,Hotel,0.0230%
KAYAK,Italy,Hotel Citywide,6.1437%
Hotelscombined,Italy,Hotel Citywide,6.1530%
Momondo,Italy,Hotel Citywide,0.1803%
Swoodoo,Italy,Hotel Citywide,0.0326%
Hotelscombined,Italy,Vacations,7.2401%
KAYAK,Italy,Vacations,0.0591%
Momondo,Ivory Coast,Car Rentals,21.8254%
KAYAK,Ivory Coast,Car Rentals,17.0635%
KAYAK,Ivory Coast,Flights,11.8507%
CheapFlights,Ivory Coast,Flights,8.1423%
Momondo,Ivory Coast,Flights,3.8448%
Hotelscombined,Ivory Coast,Flights,9.3015%
KAYAK,Ivory Coast,Hotel,6.1425%
Hotelscombined,Ivory Coast,Hotel,5.0369%
Momondo,Ivory Coast,Hotel,3.9926%
KAYAK,Ivory Coast,Hotel Citywide,9.3495%
Momondo,Ivory Coast,Hotel Citywide,2.0406%
Hotelscombined,Ivory Coast,Hotel Citywide,4.0400%
KAYAK,Ivory Coast,Vacations,14.0625%
KAYAK,Jamaica,Flights,6.6551%
CheapFlights,Jamaica,Flights,4.2633%
Momondo,Jamaica,Flights,1.5656%
Hotelscombined,Jamaica,Flights,3.3002%
KAYAK,Jamaica,Hotel,0.9205%
Hotelscombined,Jamaica,Hotel,1.6764%
Momondo,Jamaica,Hotel,0.0872%
KAYAK,Jamaica,Hotel Citywide,10.0945%
Momondo,Jamaica,Hotel Citywide,1.3637%
Hotelscombined,Jamaica,Hotel Citywide,3.4810%
CheapFlights,Jamaica,Hotel Citywide,0.0703%
Hotelscombined,Jamaica,Vacations,2.0833%
Momondo,Japan,Car Rentals,25.0000%
KAYAK,Japan,Car Rentals,8.3333%
KAYAK,Japan,Flights,10.1468%
Momondo,Japan,Flights,4.9636%
CheapFlights,Japan,Flights,3.5392%
Hotelscombined,Japan,Flights,6.6830%
Hotelscombined,Japan,Hotel,3.4932%
Momondo,Japan,Hotel,2.2120%
KAYAK,Japan,Hotel,1.3360%
Momondo,Japan,Hotel Citywide,3.4786%
Hotelscombined,Japan,Hotel Citywide,3.0773%
KAYAK,Japan,Hotel Citywide,0.6920%
Swoodoo,Japan,Hotel Citywide,0.0025%
Hotelscombined,Japan,Vacations,8.3333%
KAYAK,Japan,Vacations,3.3333%
CheapFlights,Jersey,Flights,1.4434%
KAYAK,Jersey,Flights,3.0501%
Momondo,Jersey,Flights,2.0425%
Hotelscombined,Jersey,Flights,6.6993%
KAYAK,Jersey,Hotel,3.4547%
Hotelscombined,Jersey,Hotel,6.6308%
Momondo,Jersey,Hotel,0.3715%
KAYAK,Jersey,Hotel Citywide,7.0819%
Momondo,Jersey,Hotel Citywide,0.8926%
Hotelscombined,Jersey,Hotel Citywide,2.0150%
Hotelscombined,Jersey,Vacations,14.4481%
Momondo,Kazakhstan,Car Rentals,25.0000%
KAYAK,Kazakhstan,Flights,3.9387%
CheapFlights,Kazakhstan,Flights,5.0875%
Momondo,Kazakhstan,Flights,2.7899%
Hotelscombined,Kazakhstan,Flights,3.9661%
KAYAK,Kazakhstan,Hotel,6.2405%
Hotelscombined,Kazakhstan,Hotel,4.6520%
Momondo,Kazakhstan,Hotel,0.3782%
KAYAK,Kazakhstan,Hotel Citywide,4.2414%
Hotelscombined,Kazakhstan,Hotel Citywide,2.8413%
Momondo,Kazakhstan,Hotel Citywide,0.7138%
Swoodoo,Kazakhstan,Hotel Citywide,0.0031%
Hotelscombined,Kazakhstan,Vacations,13.8889%
Momondo,Kenya,Car Rentals,25.0000%
KAYAK,Kenya,Car Rentals,5.0000%
KAYAK,Kenya,Flights,12.4979%
Momondo,Kenya,Flights,6.1318%
CheapFlights,Kenya,Flights,8.1366%
Hotelscombined,Kenya,Flights,4.7422%
KAYAK,Kenya,Hotel,3.4042%
Hotelscombined,Kenya,Hotel,4.2164%
Momondo,Kenya,Hotel,0.2986%
KAYAK,Kenya,Hotel Citywide,7.6821%
Momondo,Kenya,Hotel Citywide,1.5141%
Hotelscombined,Kenya,Hotel Citywide,2.0099%
Swoodoo,Kenya,Hotel Citywide,0.0029%
Hotelscombined,Kenya,Vacations,6.2500%
KAYAK,Kiribati,Hotel Citywide,8.3333%
Momondo,Kiribati,Hotel Citywide,8.3333%
Hotelscombined,Kiribati,Hotel Citywide,8.3333%
KAYAK,Kosovo,Flights,5.8300%
CheapFlights,Kosovo,Flights,4.6443%
Momondo,Kosovo,Flights,3.8538%
Hotelscombined,Kosovo,Flights,11.9565%
KAYAK,Kosovo,Hotel,8.3333%
Hotelscombined,Kosovo,Hotel,8.3333%
KAYAK,Kosovo,Hotel Citywide,10.1382%
Hotelscombined,Kosovo,Hotel Citywide,4.9539%
Momondo,Kosovo,Hotel Citywide,1.0369%
Swoodoo,Kosovo,Hotel Citywide,0.1152%
Momondo,Kuwait,Car Rentals,21.4286%
KAYAK,Kuwait,Car Rentals,14.2857%
KAYAK,Kuwait,Flights,4.6684%
Momondo,Kuwait,Flights,1.1339%
CheapFlights,Kuwait,Flights,1.7846%
Hotelscombined,Kuwait,Flights,7.5205%
KAYAK,Kuwait,Hotel,5.5943%
Hotelscombined,Kuwait,Hotel,3.7784%
Momondo,Kuwait,Hotel,0.4402%
KAYAK,Kuwait,Hotel Citywide,5.2977%
Momondo,Kuwait,Hotel Citywide,0.4852%
Hotelscombined,Kuwait,Hotel Citywide,2.8143%
Hotelscombined,Kuwait,Vacations,14.0625%
KAYAK,Kyrgyzstan,Flights,10.1331%
CheapFlights,Kyrgyzstan,Flights,10.9467%
Hotelscombined,Kyrgyzstan,Flights,6.6568%
Momondo,Kyrgyzstan,Flights,2.3669%
Hotelscombined,Kyrgyzstan,Hotel,7.0707%
KAYAK,Kyrgyzstan,Hotel,7.8283%
Momondo,Kyrgyzstan,Hotel,3.2828%
KAYAK,Kyrgyzstan,Hotel Citywide,5.4742%
Hotelscombined,Kyrgyzstan,Hotel Citywide,5.6047%
Momondo,Kyrgyzstan,Hotel Citywide,1.3501%
Hotelscombined,Kyrgyzstan,Vacations,12.5000%
KAYAK,Laos,Flights,12.3884%
CheapFlights,Laos,Flights,6.0268%
Momondo,Laos,Flights,4.1295%
Hotelscombined,Laos,Flights,4.6875%
KAYAK,Laos,Hotel,5.4167%
Hotelscombined,Laos,Hotel,5.4167%
Momondo,Laos,Hotel,2.0833%
KAYAK,Laos,Hotel Citywide,12.4022%
Hotelscombined,Laos,Hotel Citywide,3.3059%
Momondo,Laos,Hotel Citywide,1.4867%
Momondo,Latvia,Car Rentals,20.8333%
KAYAK,Latvia,Car Rentals,8.3333%
CheapFlights,Latvia,Flights,8.8018%
KAYAK,Latvia,Flights,1.9560%
Momondo,Latvia,Flights,2.4245%
Hotelscombined,Latvia,Flights,6.9630%
KAYAK,Latvia,Hotel,7.7465%
Hotelscombined,Latvia,Hotel,4.2100%
Momondo,Latvia,Hotel,0.4899%
Swoodoo,Latvia,Hotel,0.0153%
KAYAK,Latvia,Hotel Citywide,8.5625%
Momondo,Latvia,Hotel Citywide,1.1950%
Hotelscombined,Latvia,Hotel Citywide,1.9965%
Swoodoo,Latvia,Hotel Citywide,0.0429%
Hotelscombined,Latvia,Vacations,12.6623%
KAYAK,Latvia,Vacations,0.6494%
Momondo,Lebanon,Car Rentals,22.8261%
KAYAK,Lebanon,Car Rentals,15.2174%
KAYAK,Lebanon,Flights,11.1943%
CheapFlights,Lebanon,Flights,7.1523%
Momondo,Lebanon,Flights,3.9780%
Hotelscombined,Lebanon,Flights,8.4890%
KAYAK,Lebanon,Hotel,7.7949%
Hotelscombined,Lebanon,Hotel,4.9399%
Momondo,Lebanon,Hotel,0.3757%
KAYAK,Lebanon,Hotel Citywide,11.0382%
Momondo,Lebanon,Hotel Citywide,1.5074%
Hotelscombined,Lebanon,Hotel Citywide,2.8804%
Swoodoo,Lebanon,Hotel Citywide,0.0048%
KAYAK,Lebanon,Vacations,9.2105%
Hotelscombined,Lebanon,Vacations,3.9474%
KAYAK,Lesotho,Flights,5.3819%
Hotelscombined,Lesotho,Flights,5.3819%
CheapFlights,Lesotho,Flights,3.6458%
Momondo,Lesotho,Flights,1.9097%
KAYAK,Lesotho,Hotel,5.4878%
Momondo,Lesotho,Hotel,0.6098%
Hotelscombined,Lesotho,Hotel,4.8780%
KAYAK,Lesotho,Hotel Citywide,7.7363%
Momondo,Lesotho,Hotel Citywide,1.5244%
Hotelscombined,Lesotho,Hotel Citywide,2.6296%
Hotelscombined,Lesotho,Vacations,25.0000%
Momondo,Liberia,Car Rentals,25.0000%
KAYAK,Liberia,Flights,12.1667%
CheapFlights,Liberia,Flights,8.0833%
Momondo,Liberia,Flights,4.5000%
Hotelscombined,Liberia,Flights,9.0000%
KAYAK,Liberia,Hotel,4.0000%
Hotelscombined,Liberia,Hotel,7.0000%
KAYAK,Liberia,Hotel Citywide,5.7033%
Hotelscombined,Liberia,Hotel Citywide,2.3219%
Momondo,Liberia,Hotel Citywide,1.4202%
Momondo,Libya,Car Rentals,25.0000%
KAYAK,Libya,Flights,10.5277%
Momondo,Libya,Flights,7.3145%
CheapFlights,Libya,Flights,8.6468%
Hotelscombined,Libya,Flights,7.1317%
KAYAK,Libya,Hotel,7.0455%
Hotelscombined,Libya,Hotel,4.7727%
Momondo,Libya,Hotel,0.4545%
KAYAK,Libya,Hotel Citywide,7.7208%
Hotelscombined,Libya,Hotel Citywide,2.7750%
Momondo,Libya,Hotel Citywide,1.2704%
Momondo,Liechtenstein,Car Rentals,25.0000%
KAYAK,Liechtenstein,Car Rentals,25.0000%
KAYAK,Liechtenstein,Flights,5.7432%
Momondo,Liechtenstein,Flights,2.7027%
CheapFlights,Liechtenstein,Flights,3.8007%
Hotelscombined,Liechtenstein,Flights,5.3209%
KAYAK,Liechtenstein,Hotel,4.6980%
Momondo,Liechtenstein,Hotel,0.5034%
Hotelscombined,Liechtenstein,Hotel,5.2013%
Swoodoo,Liechtenstein,Hotel,0.6711%
KAYAK,Liechtenstein,Hotel Citywide,3.7626%
Hotelscombined,Liechtenstein,Hotel Citywide,1.4753%
Momondo,Liechtenstein,Hotel Citywide,0.9149%
Swoodoo,Liechtenstein,Hotel Citywide,0.0457%
Hotelscombined,Liechtenstein,Vacations,11.5385%
Momondo,Luxembourg,Car Rentals,21.8750%
KAYAK,Luxembourg,Car Rentals,14.9554%
KAYAK,Luxembourg,Flights,9.3796%
CheapFlights,Luxembourg,Flights,3.4383%
Momondo,Luxembourg,Flights,3.9354%
Hotelscombined,Luxembourg,Flights,6.3587%
Swoodoo,Luxembourg,Flights,0.0032%
KAYAK,Luxembourg,Hotel,6.5624%
Hotelscombined,Luxembourg,Hotel,3.8501%
Momondo,Luxembourg,Hotel,0.2133%
Swoodoo,Luxembourg,Hotel,0.1727%
KAYAK,Luxembourg,Hotel Citywide,5.3236%
Hotelscombined,Luxembourg,Hotel Citywide,1.5804%
Swoodoo,Luxembourg,Hotel Citywide,0.7227%
Momondo,Luxembourg,Hotel Citywide,0.8709%
KAYAK,Luxembourg,Vacations,0.9282%
Hotelscombined,Luxembourg,Vacations,4.5792%
KAYAK,Macau,Flights,10.3198%
CheapFlights,Macau,Flights,6.1047%
Momondo,Macau,Flights,1.7442%
Hotelscombined,Macau,Flights,5.8140%
KAYAK,Macau,Hotel,7.6733%
Hotelscombined,Macau,Hotel,3.7129%
Momondo,Macau,Hotel,1.9802%
KAYAK,Macau,Hotel Citywide,7.3887%
Hotelscombined,Macau,Hotel Citywide,2.1255%
Momondo,Macau,Hotel Citywide,0.6796%
Momondo,Madagascar,Car Rentals,21.4286%
KAYAK,Madagascar,Car Rentals,25.0000%
KAYAK,Madagascar,Flights,16.1965%
CheapFlights,Madagascar,Flights,8.2122%
Momondo,Madagascar,Flights,6.3843%
Hotelscombined,Madagascar,Flights,3.2192%
KAYAK,Madagascar,Hotel,2.9570%
Momondo,Madagascar,Hotel,0.5376%
Hotelscombined,Madagascar,Hotel,1.0753%
KAYAK,Madagascar,Hotel Citywide,8.9910%
Momondo,Madagascar,Hotel Citywide,1.9256%
Hotelscombined,Madagascar,Hotel Citywide,1.4753%
KAYAK,Madagascar,Vacations,12.5000%
KAYAK,Malawi,Car Rentals,25.0000%
Momondo,Malawi,Car Rentals,12.5000%
KAYAK,Malawi,Flights,12.7358%
Momondo,Malawi,Flights,3.8679%
CheapFlights,Malawi,Flights,9.4340%
Hotelscombined,Malawi,Flights,5.7547%
Hotelscombined,Malawi,Hotel,2.0000%
KAYAK,Malawi,Hotel,1.7500%
KAYAK,Malawi,Hotel Citywide,5.3846%
Momondo,Malawi,Hotel Citywide,1.5522%
Hotelscombined,Malawi,Hotel Citywide,1.8269%
Momondo,Malaysia,Car Rentals,20.4545%
KAYAK,Malaysia,Car Rentals,11.3636%
KAYAK,Malaysia,Flights,10.8400%
CheapFlights,Malaysia,Flights,6.9632%
Momondo,Malaysia,Flights,4.9973%
Hotelscombined,Malaysia,Flights,2.6395%
Hotelscombined,Malaysia,Hotel,2.1500%
Momondo,Malaysia,Hotel,1.2171%
KAYAK,Malaysia,Hotel,1.3168%
Momondo,Malaysia,Hotel Citywide,2.7153%
KAYAK,Malaysia,Hotel Citywide,11.2827%
Hotelscombined,Malaysia,Hotel Citywide,2.3115%
Swoodoo,Malaysia,Hotel Citywide,0.0007%
Hotelscombined,Malaysia,Vacations,10.5769%
Momondo,Maldives,Car Rentals,25.0000%
KAYAK,Maldives,Flights,10.1642%
Momondo,Maldives,Flights,2.8609%
CheapFlights,Maldives,Flights,4.3216%
Hotelscombined,Maldives,Flights,9.8382%
KAYAK,Maldives,Hotel,3.5417%
Hotelscombined,Maldives,Hotel,3.3333%
Momondo,Maldives,Hotel,0.7917%
KAYAK,Maldives,Hotel Citywide,6.2500%
Hotelscombined,Maldives,Hotel Citywide,5.0711%
Momondo,Maldives,Hotel Citywide,0.9224%
Hotelscombined,Maldives,Vacations,2.7778%
KAYAK,Mali,Car Rentals,22.5000%
Momondo,Mali,Car Rentals,22.5000%
KAYAK,Mali,Flights,12.9964%
CheapFlights,Mali,Flights,8.2663%
Momondo,Mali,Flights,5.0285%
Hotelscombined,Mali,Flights,6.5144%
KAYAK,Mali,Hotel,2.4725%
Hotelscombined,Mali,Hotel,1.6484%
KAYAK,Mali,Hotel Citywide,4.9248%
Momondo,Mali,Hotel Citywide,1.0121%
Hotelscombined,Mali,Hotel Citywide,1.3216%
KAYAK,Mali,Vacations,5.0000%
Hotelscombined,Mali,Vacations,10.0000%
KAYAK,Malta,Car Rentals,21.8750%
Momondo,Malta,Car Rentals,20.3125%
CheapFlights,Malta,Flights,6.6842%
KAYAK,Malta,Flights,2.9010%
Momondo,Malta,Flights,3.5509%
Hotelscombined,Malta,Flights,5.0968%
KAYAK,Malta,Hotel,3.2653%
Hotelscombined,Malta,Hotel,7.1684%
Momondo,Malta,Hotel,0.2423%
Swoodoo,Malta,Hotel,0.0255%
KAYAK,Malta,Hotel Citywide,7.9555%
Momondo,Malta,Hotel Citywide,0.8033%
Hotelscombined,Malta,Hotel Citywide,1.6437%
Swoodoo,Malta,Hotel Citywide,0.0191%
KAYAK,Malta,Vacations,2.4510%
Hotelscombined,Malta,Vacations,10.5392%
KAYAK,Marshall Islands,Flights,14.2857%
Momondo,Marshall Islands,Flights,5.3571%
Hotelscombined,Marshall Islands,Flights,5.3571%
CheapFlights,Marshall Islands,Flights,1.7857%
Hotelscombined,Marshall Islands,Hotel,12.5000%
KAYAK,Marshall Islands,Hotel,12.5000%
KAYAK,Marshall Islands,Hotel Citywide,12.5000%
Momondo,Marshall Islands,Hotel Citywide,3.3333%
Hotelscombined,Marshall Islands,Hotel Citywide,2.5000%
KAYAK,Martinique,Car Rentals,19.3878%
Momondo,Martinique,Car Rentals,19.6429%
KAYAK,Martinique,Flights,9.1872%
CheapFlights,Martinique,Flights,6.8143%
Momondo,Martinique,Flights,3.2672%
Hotelscombined,Martinique,Flights,4.6909%
KAYAK,Martinique,Hotel,4.8408%
Hotelscombined,Martinique,Hotel,2.7851%
Momondo,Martinique,Hotel,0.2653%
KAYAK,Martinique,Hotel Citywide,3.7592%
Momondo,Martinique,Hotel Citywide,0.7959%
Hotelscombined,Martinique,Hotel Citywide,2.1041%
CheapFlights,Martinique,Hotel Citywide,0.0061%
KAYAK,Martinique,Vacations,0.8621%
Hotelscombined,Martinique,Vacations,0.2874%
Momondo,Mauritania,Car Rentals,20.0000%
KAYAK,Mauritania,Car Rentals,10.0000%
KAYAK,Mauritania,Flights,10.6066%
CheapFlights,Mauritania,Flights,7.3386%
Momondo,Mauritania,Flights,4.8573%
Hotelscombined,Mauritania,Flights,10.6958%
KAYAK,Mauritania,Hotel,9.0909%
Momondo,Mauritania,Hotel,2.2727%
Hotelscombined,Mauritania,Hotel,9.8485%
KAYAK,Mauritania,Hotel Citywide,6.4448%
Momondo,Mauritania,Hotel Citywide,1.3636%
Hotelscombined,Mauritania,Hotel Citywide,1.9643%
Momondo,Mauritius,Car Rentals,18.1818%
KAYAK,Mauritius,Car Rentals,18.9394%
KAYAK,Mauritius,Flights,12.5000%
CheapFlights,Mauritius,Flights,7.6690%
Momondo,Mauritius,Flights,5.3129%
Hotelscombined,Mauritius,Flights,5.7473%
KAYAK,Mauritius,Hotel,2.6889%
Momondo,Mauritius,Hotel,0.1921%
